num,us,ms,count,enable,1k,Gx,Gy,Gz
754,75,-170,-72,-864,-119,5301,-226,85
755,75,-171,-71,-864,-120,5304,-227,85
756,75,-170,-72,-864,-119,5302,-224,85
757,75,-170,-70,-864,-119,5303,-223,85
758,75,-171,-71,-864,-120,5304,-227,84
759,75,-172,-72,-864,-120,5302,-225,86
760,75,-172,-72,-864,-119,5305,-226,85
761,76,-171,-71,-864,-119,5305,-226,85
762,76,-172,-72,-865,-119,5303,-227,85
763,76,-171,-71,-863,-118,5303,-226,84
764,76,-171,-71,-863,-119,5301,-226,85
765,76,-171,-72,-864,-119,5302,-226,85
766,76,-171,-71,-864,-118,5304,-226,86
767,76,-171,-72,-864,-118,5301,-226,85
768,76,-171,-72,-863,-119,5302,-227,85
769,76,-170,-71,-864,-119,5301,-224,84
770,76,-170,-71,-863,-119,5303,-225,84
771,77,-169,-69,-862,-121,5301,-223,85
772,77,-171,-71,-864,-120,5302,-224,85
773,77,-171,-71,-863,-119,5301,-226,84
774,77,-170,-70,-863,-119,5299,-225,86
775,77,-170,-70,-863,-121,5302,-226,85
776,77,-170,-70,-863,-120,5299,-225,85
777,77,-170,-71,-863,-122,5298,-227,85
778,77,-170,-70,-862,-120,5303,-224,84
779,77,-170,-70,-864,-121,5302,-224,84
780,77,-170,-70,-863,-122,5306,-225,84
781,78,-170,-69,-864,-121,5303,-225,84
782,78,-170,-70,-864,-122,5303,-225,84
783,78,-171,-70,-862,-120,5307,-224,83
784,78,-170,-70,-863,-122,5304,-224,84
785,78,-170,-70,-863,-121,5304,-224,84
786,78,-170,-71,-863,-121,5302,-224,85
787,78,-169,-70,-863,-121,5301,-223,84
788,78,-170,-70,-864,-121,5302,-223,84
789,78,-169,-70,-864,-122,5299,-222,84
790,78,-170,-70,-862,-122,5300,-224,83
791,79,-169,-69,-862,-121,5301,-223,85
792,79,-170,-69,-864,-123,5295,-225,84
793,79,-170,-70,-863,-122,5299,-222,84
794,79,-169,-69,-862,-123,5298,-222,84
795,79,-170,-69,-862,-123,5300,-223,84
796,79,-170,-69,-863,-123,5298,-224,85
797,79,-168,-70,-863,-125,5296,-223,84
798,79,-169,-69,-863,-123,5298,-224,83
799,79,-169,-70,-862,-124,5302,-225,85
800,79,-169,-70,-863,-123,5302,-221,84
801,80,-170,-70,-864,-124,5288,-220,84
802,80,-169,-70,-863,-123,5297,-223,84
803,80,-170,-70,-863,-125,5296,-223,83
804,80,-170,-69,-862,-124,5298,-224,83
805,80,-171,-70,-862,-124,5293,-222,84
806,80,-171,-71,-864,-125,5295,-223,83
807,80,-170,-70,-864,-124,5294,-223,83
808,80,-171,-70,-864,-124,5296,-222,83
809,80,-171,-70,-864,-123,5297,-222,84
810,80,-169,-70,-863,-124,5296,-221,84
811,81,-170,-70,-863,-124,5294,-221,82
812,81,-170,-70,-863,-124,5294,-220,84
813,81,-170,-70,-863,-123,5292,-220,84
814,81,-169,-71,-863,-123,5290,-219,84
815,81,-170,-71,-864,-124,5295,-218,83
816,81,-170,-70,-864,-123,5290,-219,83
817,81,-170,-70,-865,-123,5293,-218,84
818,81,-171,-71,-864,-123,5291,-219,84
819,81,-170,-71,-865,-123,5287,-219,84
820,81,-170,-70,-864,-122,5288,-219,84
821,82,-170,-70,-864,-124,5288,-220,84
822,82,-170,-71,-864,-123,5287,-220,85
823,82,-170,-70,-864,-123,5289,-218,84
824,82,-171,-70,-864,-124,5287,-219,84
825,82,-172,-71,-865,-122,5288,-219,83
826,82,-170,-71,-865,-123,5287,-220,83
827,82,-170,-70,-864,-122,5289,-218,83
828,82,-171,-70,-865,-123,5284,-220,82
829,82,-171,-70,-864,-123,5286,-218,83
830,82,-170,-71,-865,-121,5287,-218,83
831,83,-171,-71,-865,-122,5283,-219,83
832,83,-171,-70,-865,-122,5285,-218,83
833,83,-170,-70,-865,-123,5283,-220,83
834,83,-171,-71,-865,-122,5285,-220,82
835,83,-170,-71,-864,-123,5284,-220,83
836,83,-171,-71,-865,-124,5280,-219,82
837,83,-169,-71,-864,-122,5281,-220,82
838,83,-171,-70,-865,-123,5281,-219,83
839,83,-169,-70,-865,-123,5281,-216,83
840,83,-170,-71,-864,-123,5282,-217,82
841,84,-170,-71,-865,-123,5281,-218,83
842,84,-170,-69,-865,-124,5280,-218,83
843,84,-171,-71,-865,-124,5281,-219,83
844,84,-171,-70,-865,-122,5281,-218,82
845,84,-171,-71,-865,-124,5284,-219,83
846,84,-169,-70,-865,-123,5282,-219,82
847,84,-170,-70,-866,-124,5285,-218,83
848,84,-171,-70,-865,-123,5280,-218,82
849,84,-171,-70,-866,-124,5280,-218,83
850,84,-171,-71,-866,-124,5288,-217,83
851,85,-172,-72,-866,-125,5281,-217,83
852,85,-172,-71,-867,-124,5283,-215,83
853,85,-172,-71,-866,-124,5285,-217,82
854,85,-172,-71,-866,-124,5282,-217,83
855,85,-172,-70,-867,-125,5286,-217,83
856,85,-170,-72,-866,-125,5285,-217,82
857,85,-172,-72,-866,-125,5283,-216,82
858,85,-171,-72,-866,-126,5285,-216,81
859,85,-170,-71,-866,-126,5286,-216,82
860,85,-170,-71,-867,-125,5286,-218,83
861,86,-170,-70,-866,-128,5284,-215,82
862,86,-170,-71,-866,-127,5283,-215,82
863,86,-171,-71,-866,-127,5286,-216,82
864,86,-171,-70,-865,-125,5284,-215,82
865,86,-170,-70,-865,-126,5286,-216,82
866,86,-170,-70,-865,-127,5285,-216,82
867,86,-171,-70,-866,-127,5284,-217,84
868,86,-170,-71,-866,-127,5282,-216,82
869,86,-170,-70,-866,-128,5284,-216,82
870,86,-170,-70,-865,-129,5284,-217,82
871,87,-171,-70,-864,-128,5281,-218,82
872,87,-170,-70,-865,-127,5281,-215,83
873,87,-170,-70,-865,-126,5284,-216,83
874,87,-170,-70,-865,-128,5284,-214,83
875,87,-170,-68,-866,-128,5282,-216,82
876,87,-169,-69,-866,-127,5279,-217,83
877,87,-170,-70,-865,-127,5281,-216,82
878,87,-170,-69,-865,-127,5282,-215,82
879,87,-169,-69,-865,-127,5282,-214,83
880,87,-171,-69,-865,-126,5283,-214,83
881,88,-170,-69,-864,-126,5280,-218,83
882,88,-170,-71,-866,-127,5283,-215,82
883,88,-171,-70,-867,-127,5284,-216,82
884,88,-171,-70,-864,-128,5281,-216,83
885,88,-170,-71,-865,-128,5285,-216,83
886,88,-171,-69,-866,-128,5286,-215,83
887,88,-171,-71,-866,-128,5280,-216,83
888,88,-171,-69,-866,-129,5282,-214,83
889,88,-170,-69,-865,-128,5283,-214,83
890,88,-169,-69,-865,-126,5284,-215,83
891,89,-169,-69,-865,-127,5286,-215,83
892,89,-169,-70,-865,-127,5286,-215,82
893,89,-171,-70,-865,-126,5283,-215,82
894,89,-170,-69,-864,-128,5280,-215,83
895,89,-168,-69,-864,-127,5282,-214,85
896,89,-170,-70,-863,-127,5282,-215,84
897,89,-169,-70,-864,-127,5281,-214,84
898,89,-169,-69,-865,-127,5279,-213,83
899,89,-169,-69,-864,-127,5279,-216,84
900,89,-170,-69,-865,-127,5281,-215,84
901,90,-170,-69,-864,-126,5280,-218,83
902,90,-169,-70,-864,-127,5282,-215,84
903,90,-170,-70,-864,-126,5282,-215,85
904,90,-170,-70,-863,-126,5282,-218,85
905,90,-170,-70,-864,-126,5284,-216,84
906,90,-170,-69,-864,-126,5283,-216,84
907,90,-169,-69,-864,-126,5283,-216,84
908,90,-169,-69,-864,-126,5284,-216,83
909,90,-170,-70,-865,-126,5285,-217,83
910,90,-170,-70,-865,-126,5285,-216,83
911,91,-169,-68,-864,-128,5285,-215,83
912,91,-171,-70,-866,-125,5285,-216,84
913,91,-171,-70,-865,-125,5283,-216,83
914,91,-170,-70,-865,-126,5282,-216,83
915,91,-171,-70,-865,-126,5283,-216,83
916,91,-170,-71,-865,-125,5282,-219,83
917,91,-169,-71,-865,-126,5286,-216,83
918,91,-170,-70,-864,-126,5287,-216,84
919,91,-170,-70,-864,-126,5284,-217,84
920,91,-170,-69,-863,-126,5286,-217,84
921,92,-169,-68,-863,-126,5281,-217,83
922,92,-170,-69,-864,-127,5284,-216,82
923,92,-169,-69,-863,-125,5286,-216,83
924,92,-169,-69,-864,-127,5281,-217,83
925,92,-169,-68,-863,-129,5285,-214,82
926,92,-169,-68,-863,-129,5284,-215,83
927,92,-169,-69,-863,-127,5282,-217,83
928,92,-170,-70,-864,-129,5281,-216,83
929,92,-169,-69,-863,-128,5283,-217,84
930,92,-169,-68,-863,-129,5285,-214,82
931,93,-169,-68,-864,-128,5285,-215,83
932,93,-169,-68,-862,-130,5284,-216,83
933,93,-168,-68,-863,-129,5284,-216,83
934,93,-169,-69,-862,-129,5285,-217,83
935,93,-169,-70,-862,-130,5285,-217,84
936,93,-168,-69,-863,-130,5285,-218,82
937,93,-169,-70,-864,-130,5284,-217,85
938,93,-169,-69,-863,-130,5284,-216,83
939,93,-169,-69,-863,-132,5285,-216,84
940,93,-169,-69,-863,-129,5285,-217,84
941,94,-170,-69,-864,-130,5284,-215,84
942,94,-169,-70,-862,-130,5283,-215,85
943,94,-171,-68,-863,-130,5284,-216,84
944,94,-169,-68,-862,-130,5284,-217,84
945,94,-168,-69,-863,-130,5287,-215,84
946,94,-169,-68,-863,-130,5285,-213,86
947,94,-170,-69,-865,-131,5281,-215,85
948,94,-169,-70,-864,-131,5282,-213,85
949,94,-170,-69,-863,-130,5282,-215,84
950,94,-170,-69,-863,-130,5284,-216,85
951,95,-170,-70,-863,-131,5283,-212,85
952,95,-170,-70,-864,-132,5283,-213,86
953,95,-170,-70,-864,-131,5281,-213,86
954,95,-169,-70,-864,-130,5283,-214,86
955,95,-171,-70,-865,-131,5283,-213,86
956,95,-170,-70,-863,-131,5283,-213,86
957,95,-169,-69,-864,-132,5285,-212,86
958,95,-170,-69,-864,-132,5283,-212,85
959,95,-170,-69,-864,-132,5283,-212,85
960,95,-170,-69,-864,-131,5282,-212,86
961,96,-170,-69,-864,-132,5280,-212,85
962,96,-169,-69,-864,-133,5283,-213,86
963,96,-171,-70,-864,-132,5286,-212,87
964,96,-172,-70,-864,-131,5286,-212,87
965,96,-171,-69,-863,-131,5289,-212,85
966,96,-171,-69,-863,-132,5285,-214,85
967,96,-169,-69,-864,-131,5283,-213,86
968,96,-170,-69,-864,-132,5283,-214,87
969,96,-169,-69,-863,-134,5287,-212,87
970,96,-168,-69,-864,-133,5287,-213,86
971,97,-170,-69,-864,-131,5284,-213,85
972,97,-170,-69,-864,-133,5282,-214,84
973,97,-168,-68,-864,-132,5286,-213,86
974,97,-169,-69,-863,-132,5284,-211,86
975,97,-169,-69,-864,-132,5285,-212,86
976,97,-169,-69,-864,-134,5287,-214,86
977,97,-170,-69,-862,-134,5284,-213,86
978,97,-169,-69,-864,-135,5280,-214,87
979,97,-169,-69,-863,-135,5282,-215,87
980,97,-170,-70,-863,-134,5284,-213,86
981,98,-169,-69,-863,-132,5282,-214,87
982,98,-168,-68,-863,-133,5285,-214,86
983,98,-168,-68,-864,-133,5285,-214,86
984,98,-169,-69,-864,-132,5284,-216,86
985,98,-169,-70,-865,-132,5287,-215,86
986,98,-170,-70,-864,-132,5286,-215,86
987,98,-170,-70,-864,-133,5284,-215,86
988,98,-170,-69,-864,-132,5282,-213,86
989,98,-171,-69,-864,-133,5281,-214,86
990,98,-170,-69,-864,-133,5281,-214,84
991,99,-170,-69,-864,-131,5284,-213,85
992,99,-170,-69,-864,-133,5282,-214,84
993,99,-169,-69,-864,-132,5283,-213,85
994,99,-170,-69,-864,-131,5280,-214,85
995,99,-170,-69,-864,-131,5281,-214,84
996,99,-170,-69,-864,-130,5283,-212,84
997,99,-170,-69,-864,-131,5285,-213,85
998,99,-170,-70,-864,-132,5287,-213,85
999,99,-171,-71,-864,-131,5287,-212,84
1000,99,-171,-70,-865,-131,5287,-215,85
1001,100,-171,-69,-864,-131,5286,-213,86
1002,100,-172,-70,-865,-131,5287,-215,85
1003,100,-172,-70,-866,-130,5288,-214,84
1004,100,-170,-70,-867,-131,5287,-212,85
1005,100,-170,-70,-866,-130,5287,-212,85
1006,100,-171,-70,-866,-130,5291,-214,86
1007,100,-172,-70,-865,-129,5288,-214,86
1008,100,-170,-71,-864,-130,5290,-213,85
1009,100,-171,-70,-865,-130,5285,-214,86
1010,100,-171,-69,-866,-129,5285,-213,85
1011,101,-171,-69,-867,-129,5285,-213,87
1012,101,-172,-71,-867,-130,5285,-214,86
1013,101,-171,-70,-867,-129,5287,-212,87
1014,101,-171,-70,-866,-129,5288,-211,86
1015,101,-171,-69,-866,-128,5286,-213,86
1016,101,-172,-70,-865,-129,5287,-212,86
1017,101,-171,-69,-865,-129,5287,-211,87
1018,101,-170,-70,-865,-128,5285,-213,87
1019,101,-170,-69,-865,-129,5286,-211,87
1020,101,-171,-70,-866,-128,5287,-214,86
1021,102,-171,-69,-866,-125,5294,-215,88
1022,102,-171,-69,-866,-127,5288,-214,87
1023,102,-171,-70,-866,-127,5288,-213,86
1024,102,-171,-69,-865,-128,5286,-212,86
1025,102,-171,-70,-866,-127,5288,-213,86
1026,102,-171,-70,-866,-128,5291,-213,87
1027,102,-171,-70,-866,-127,5288,-214,87
1028,102,-171,-69,-866,-126,5288,-214,86
1029,102,-171,-70,-866,-126,5289,-214,86
1030,102,-172,-72,-865,-127,5289,-213,86
1031,103,-172,-71,-866,-124,5298,-214,88
1032,103,-172,-70,-865,-124,5297,-216,88
1033,103,-172,-69,-865,-123,5298,-215,88
1034,103,-169,-70,-865,-127,5295,-214,87
1035,103,-171,-68,-865,-126,5297,-214,88
1036,103,-171,-70,-865,-126,5296,-213,88
1037,103,-171,-70,-865,-127,5295,-212,87
1038,103,-172,-69,-866,-126,5294,-214,87
1039,103,-171,-69,-865,-126,5295,-214,86
1040,103,-171,-69,-866,-125,5297,-213,89
1041,104,-171,-69,-866,-125,5294,-215,88
1042,104,-171,-69,-866,-125,5295,-216,88
1043,104,-170,-69,-865,-124,5299,-214,88
1044,104,-171,-69,-866,-124,5297,-214,90
1045,104,-170,-69,-866,-123,5299,-214,89
1046,104,-170,-71,-866,-124,5299,-216,89
1047,104,-171,-70,-867,-124,5297,-215,89
1048,104,-172,-70,-866,-125,5298,-217,88
1049,104,-172,-70,-866,-125,5300,-215,88
1050,104,-171,-70,-866,-124,5300,-215,88
1051,105,-172,-71,-866,-124,5298,-214,88
1052,105,-172,-70,-865,-124,5297,-216,88
1053,105,-172,-69,-865,-123,5298,-215,88
1054,105,-171,-70,-866,-123,5299,-217,90
1055,105,-171,-70,-865,-123,5299,-217,89
1056,105,-171,-70,-866,-123,5300,-215,89
1057,105,-171,-70,-866,-123,5298,-217,88
1058,105,-170,-70,-866,-123,5296,-217,88
1059,105,-171,-71,-865,-124,5300,-217,88
1060,105,-172,-70,-865,-123,5301,-218,89
1061,106,-171,-70,-865,-124,5299,-218,88
1062,106,-171,-70,-866,-123,5298,-219,89
1063,106,-171,-70,-865,-125,5299,-217,89
1064,106,-171,-70,-865,-125,5296,-216,90
1065,106,-171,-69,-865,-124,5299,-217,89
1066,106,-171,-69,-864,-124,5296,-217,88
1067,106,-171,-70,-865,-123,5297,-217,89
1068,106,-170,-70,-865,-124,5298,-217,89
1069,106,-171,-69,-865,-124,5297,-217,89
1070,106,-171,-70,-865,-123,5297,-217,88
1071,107,-172,-70,-864,-123,5294,-217,88
1072,107,-172,-69,-865,-123,5297,-220,90
1073,107,-170,-69,-864,-122,5293,-219,88
1074,107,-171,-70,-863,-121,5294,-219,89
1075,107,-171,-69,-864,-123,5296,-221,89
1076,107,-171,-69,-864,-123,5297,-220,89
1077,107,-170,-69,-864,-123,5295,-218,89
1078,107,-170,-70,-864,-122,5299,-219,88
1079,107,-171,-69,-863,-123,5300,-219,90
1080,107,-171,-70,-864,-123,5297,-219,90
1081,108,-171,-70,-863,-124,5300,-217,88
1082,108,-171,-69,-863,-124,5302,-220,89
1083,108,-170,-70,-863,-123,5298,-218,88
1084,108,-171,-69,-865,-123,5297,-218,88
1085,108,-172,-71,-864,-124,5299,-216,88
1086,108,-171,-70,-864,-124,5300,-219,89
1087,108,-172,-68,-864,-125,5297,-217,89
1088,108,-171,-69,-864,-124,5300,-219,89
1089,108,-171,-70,-864,-124,5299,-219,89
1090,108,-170,-69,-864,-124,5303,-218,87
1091,109,-171,-68,-865,-124,5303,-217,87
1092,109,-171,-69,-864,-124,5304,-220,87
1093,109,-171,-69,-865,-125,5302,-220,88
1094,109,-170,-70,-864,-124,5296,-219,88
1095,109,-170,-70,-865,-123,5301,-218,88
1096,109,-171,-70,-864,-123,5303,-218,89
1097,109,-172,-71,-864,-122,5301,-219,88
1098,109,-171,-71,-864,-125,5299,-219,88
1099,109,-171,-70,-864,-124,5302,-220,87
1100,109,-170,-70,-863,-123,5300,-220,89
1101,110,-171,-70,-863,-124,5300,-217,88
1102,110,-171,-69,-863,-124,5302,-220,89
1103,110,-171,-70,-863,-124,5299,-221,89
1104,110,-171,-71,-864,-124,5301,-220,88
1105,110,-171,-71,-864,-124,5303,-219,89
1106,110,-172,-70,-864,-124,5299,-221,89
1107,110,-172,-69,-864,-124,5301,-220,87
1108,110,-171,-70,-863,-124,5302,-221,88
1109,110,-170,-69,-863,-125,5301,-220,89
1110,110,-170,-69,-863,-125,5304,-219,88
1111,111,-170,-69,-863,-125,5301,-219,88
1112,111,-169,-69,-864,-125,5299,-217,87
1113,111,-171,-69,-865,-125,5300,-219,88
1114,111,-170,-70,-864,-125,5300,-219,87
1115,111,-170,-69,-864,-125,5300,-220,87
1116,111,-171,-70,-863,-125,5300,-218,88
1117,111,-172,-70,-864,-125,5298,-218,87
1118,111,-171,-69,-865,-126,5300,-217,87
1119,111,-172,-70,-864,-125,5299,-219,87
1120,111,-172,-69,-864,-125,5300,-219,87
1121,112,-171,-70,-865,-126,5300,-217,88
1122,112,-171,-70,-865,-126,5300,-218,87
1123,112,-170,-68,-864,-126,5300,-219,89
1124,112,-172,-70,-865,-125,5299,-217,88
